id,order id,order date,country,city,region,subregion,customer,customer id,industry,segment,product,sales,quantity,discount,profit,purchase_month,profit_margin,rev_per_unit,discount_category
2951,AMER-2023-134915,13/11/2023,Chile,Santiago,AMER,LATAM,Home Depot,1047,Retail,Enterprise,Support,23.12,5,0.2,8.38,2023-11,36.25,4.62,Low Discount (0.1-0.2)
2952,AMER-2023-134915,13/11/2023,Chile,Santiago,AMER,LATAM,Home Depot,1047,Retail,Enterprise,FinanceHub,113.89,2,0.2,9.97,2023-11,8.75,56.94,Low Discount (0.1-0.2)
2953,AMER-2023-134915,13/11/2023,Chile,Santiago,AMER,LATAM,Home Depot,1047,Retail,Enterprise,SaaS Connector Pack,113.57,2,0.2,-5.68,2023-11,-5,56.78,Low Discount (0.1-0.2)
2954,AMER-2023-134915,13/11/2023,Chile,Santiago,AMER,LATAM,Home Depot,1047,Retail,Enterprise,Site Analytics,7.92,2,0.2,0.69,2023-11,8.75,3.96,Low Discount (0.1-0.2)
2955,AMER-2023-134915,13/11/2023,Chile,Santiago,AMER,LATAM,Home Depot,1047,Retail,Enterprise,Site Analytics,671.98,2,0.2,50.4,2023-11,7.5,335.99,Low Discount (0.1-0.2)
2956,EMEA-2022-153353,19/08/2022,United Kingdom,London,EMEA,UKIR,Gazprom,1027,Energy,Strategic,Site Analytics,39.99,1,0,11.6,2022-08,29,39.99,No Discount (0-0)
2957,EMEA-2023-123638,28/06/2023,United Kingdom,Bristol,EMEA,UKIR,Enel,1013,Energy,Enterprise,FinanceHub,191.65,3,0.1,31.94,2023-06,16.67,63.88,Very Low Discount (0.001-0.1)
2958,AMER-2023-168900,05/05/2023,Mexico,Toluca,AMER,LATAM,Bosch,1076,Tech,SMB,ContactMatcher,2.31,1,0.7,-1.93,2023-05,-83.33,2.31,Very High Discount (0.6-0.7)
2959,AMER-2021-158456,24/12/2021,United States,New York City,AMER,NAMER,Toyota Motor,1087,Manufacturing,SMB,ContactMatcher,19.94,4,0.2,7.23,2021-12,36.25,4.98,Low Discount (0.1-0.2)
2960,AMER-2021-158456,24/12/2021,United States,New York City,AMER,NAMER,Toyota Motor,1087,Manufacturing,SMB,Storage,45.92,4,0,21.58,2021-12,47,11.48,No Discount (0-0)
2961,AMER-2023-143665,27/04/2023,Canada,Toronto,AMER,NAMER,Kroger,1057,Retail,Enterprise,Support,20.34,3,0,9.36,2023-04,46,6.78,No Discount (0-0)
2962,AMER-2023-143665,27/04/2023,Canada,Toronto,AMER,NAMER,Kroger,1057,Retail,Enterprise,FinanceHub,39.28,8,0,19.25,2023-04,49,4.91,No Discount (0-0)
2963,AMER-2023-137428,17/12/2023,United States,Richmond,AMER,NAMER,Panasonic,1091,Tech,Strategic,FinanceHub,81.57,2,0.2,9.18,2023-12,11.25,40.78,Low Discount (0.1-0.2)
2964,AMER-2023-137428,17/12/2023,United States,Richmond,AMER,NAMER,Panasonic,1091,Tech,Strategic,FinanceHub,97.18,2,0.2,6.07,2023-12,6.25,48.59,Low Discount (0.1-0.2)
2965,AMER-2023-137428,17/12/2023,United States,Richmond,AMER,NAMER,Panasonic,1091,Tech,Strategic,ContactMatcher,24.32,5,0.2,8.21,2023-12,33.75,4.86,Low Discount (0.1-0.2)
2966,AMER-2023-137428,17/12/2023,United States,Richmond,AMER,NAMER,Panasonic,1091,Tech,Strategic,SaaS Connector Pack,18.96,2,0,7.58,2023-12,40,9.48,No Discount (0-0)
2967,APJ-2020-162866,27/12/2020,Australia,Brisbane,APJ,ANZ,Walt Disney,1097,Communications,SMB,SaaS Connector Pack,32.95,6,0.6,-19.77,2020-12,-60,5.49,High Discount (0.5-0.6)
2968,APJ-2020-162866,27/12/2020,Australia,Brisbane,APJ,ANZ,Walt Disney,1097,Communications,SMB,Marketing Suite - Gold,30.02,4,0.2,3,2020-12,10,7.5,Low Discount (0.1-0.2)
2969,EMEA-2023-167941,07/11/2023,Sweden,Gothenburg,EMEA,NOR,BMW,1039,Manufacturing,SMB,OneView,499.58,3,0.2,43.71,2023-11,8.75,166.53,Low Discount (0.1-0.2)
2970,EMEA-2023-167941,07/11/2023,Sweden,Gothenburg,EMEA,NOR,BMW,1039,Manufacturing,SMB,Support,31.1,6,0.2,10.89,2023-11,35,5.18,Low Discount (0.1-0.2)
2971,EMEA-2023-167941,07/11/2023,Sweden,Gothenburg,EMEA,NOR,BMW,1039,Manufacturing,SMB,ContactMatcher,13.27,8,0.7,-10.62,2023-11,-80,1.66,Very High Discount (0.6-0.7)
2972,EMEA-2023-167941,07/11/2023,Sweden,Gothenburg,EMEA,NOR,BMW,1039,Manufacturing,SMB,SaaS Connector Pack,28.27,2,0.2,6.36,2023-11,22.5,14.14,Low Discount (0.1-0.2)
2973,EMEA-2023-167941,07/11/2023,Sweden,Gothenburg,EMEA,NOR,BMW,1039,Manufacturing,SMB,Marketing Suite - Gold,259.14,4,0.2,-51.83,2023-11,-20,64.78,Low Discount (0.1-0.2)
2974,APJ-2023-111808,17/12/2023,Singapore,Singapore,APJ,APAC,PepsiCo,1073,Consumer Products,SMB,ContactMatcher,10.8,5,0,5.18,2023-12,48,2.16,No Discount (0-0)
2975,APJ-2021-137512,07/05/2021,Japan,Fukuoka,APJ,JAPN,Bank of America Corp.,1011,Finance,SMB,ContactMatcher,244.01,2,0.3,-31.37,2021-05,-12.86,122,Moderately Low Discount (0.2-0.3)
2976,APJ-2021-137512,07/05/2021,Japan,Fukuoka,APJ,JAPN,Bank of America Corp.,1011,Finance,SMB,Support,15.94,4,0.2,5.38,2021-05,33.75,3.98,Low Discount (0.1-0.2)
2977,EMEA-2023-139773,05/12/2023,France,Paris,EMEA,EU-WEST,Phillips 66,1056,Energy,Strategic,FinanceHub,188.55,7,0.3,-2.69,2023-12,-1.43,26.94,Moderately Low Discount (0.2-0.3)
2978,EMEA-2023-134607,04/10/2023,United Kingdom,Liverpool,EMEA,UKIR,Lowes,1060,Retail,SMB,Marketing Suite - Gold,22.58,2,0,5.87,2023-10,26,11.29,No Discount (0-0)
2979,AMER-2020-109232,14/01/2020,Colombia,Bogotá,AMER,LATAM,Airbus,1030,Manufacturing,SMB,FinanceHub,545.94,6,0,87.35,2020-01,16,90.99,No Discount (0-0)
2980,EMEA-2021-139850,12/06/2021,France,Paris,EMEA,EU-WEST,Procter & Gamble,1077,Consumer Products,SMB,Support,20.74,4,0.2,7.26,2021-06,35,5.18,Low Discount (0.1-0.2)
2981,EMEA-2021-139850,12/06/2021,France,Paris,EMEA,EU-WEST,Procter & Gamble,1077,Consumer Products,SMB,SaaS Connector Pack,43.3,2,0.2,4.33,2021-06,10,21.65,Low Discount (0.1-0.2)
2982,AMER-2020-131310,12/07/2020,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,SMB,FinanceHub,123.14,4,0.2,13.85,2020-07,11.25,30.78,Low Discount (0.1-0.2)
2983,AMER-2020-131310,12/07/2020,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,SMB,ContactMatcher,11.26,4,0.2,3.8,2020-07,33.75,2.82,Low Discount (0.1-0.2)
2984,EMEA-2020-112872,06/12/2020,Belgium,Brussels,EMEA,EU-WEST,Amazon,1004,Tech,SMB,Marketing Suite - Gold,53.42,3,0.2,4.67,2020-12,8.75,17.81,Low Discount (0.1-0.2)
2985,EMEA-2020-112872,06/12/2020,Belgium,Brussels,EMEA,EU-WEST,Amazon,1004,Tech,SMB,ContactMatcher,275.49,1,0.5,-170.8,2020-12,-62,275.49,Moderately High Discount (0.4-0.5)
2986,EMEA-2022-139269,26/05/2022,Finland,Helsinki,EMEA,NOR,Toyota Motor,1087,Manufacturing,Enterprise,SaaS Connector Pack,24.96,4,0,6.24,2022-05,25,6.24,No Discount (0-0)
2987,EMEA-2022-139269,26/05/2022,Finland,Helsinki,EMEA,NOR,Toyota Motor,1087,Manufacturing,Enterprise,Support,19.36,2,0,9.29,2022-05,48,9.68,No Discount (0-0)
2988,EMEA-2022-139269,26/05/2022,Finland,Helsinki,EMEA,NOR,Toyota Motor,1087,Manufacturing,Enterprise,Marketing Suite - Gold,1267.65,9,0,152.12,2022-05,12,140.85,No Discount (0-0)
2989,AMER-2022-139010,21/02/2022,United States,New York City,AMER,NAMER,HonHai Precision Industry,1033,Tech,Strategic,Data Smasher,12.99,1,0,0.78,2022-02,6,12.99,No Discount (0-0)
2990,AMER-2022-139010,21/02/2022,United States,New York City,AMER,NAMER,HonHai Precision Industry,1033,Tech,Strategic,ContactMatcher,18.56,4,0.2,6.5,2022-02,35,4.64,Low Discount (0.1-0.2)
2991,AMER-2022-139010,21/02/2022,United States,New York City,AMER,NAMER,HonHai Precision Industry,1033,Tech,Strategic,Marketing Suite - Gold,449.15,5,0,8.98,2022-02,2,89.83,No Discount (0-0)
2992,AMER-2022-139010,21/02/2022,United States,New York City,AMER,NAMER,HonHai Precision Industry,1033,Tech,Strategic,ContactMatcher,31.25,7,0.2,10.94,2022-02,35,4.46,Low Discount (0.1-0.2)
2993,EMEA-2022-134376,03/10/2022,United Kingdom,London,EMEA,UKIR,Berkshire Hathaway,1012,Finance,Strategic,OneView,61.44,3,0,16.59,2022-10,27,20.48,No Discount (0-0)
2994,AMER-2023-147291,12/03/2023,Brazil,São Paulo,AMER,LATAM,Volkswagen,1046,Manufacturing,SMB,ContactMatcher,895.92,4,0,421.08,2023-03,47,223.98,No Discount (0-0)
2995,AMER-2022-112893,10/09/2022,United States,Burlington,AMER,NAMER,Home Depot,1047,Retail,SMB,ContactMatcher,55.36,4,0.2,18.68,2022-09,33.75,13.84,Low Discount (0.1-0.2)
2996,AMER-2020-150532,14/07/2020,Chile,Santiago,AMER,LATAM,American Express,1005,Finance,SMB,Marketing Suite - Gold,55.92,5,0.2,6.29,2020-07,11.25,11.18,Low Discount (0.1-0.2)
2997,EMEA-2020-138317,21/06/2020,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,SaaS Connector Pack - Gold,24.9,4,0.2,8.4,2020-06,33.75,6.22,Low Discount (0.1-0.2)
2998,EMEA-2020-138317,21/06/2020,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,SaaS Connector Pack,3.98,1,0.2,0.65,2020-06,16.25,3.98,Low Discount (0.1-0.2)
2999,EMEA-2020-138317,21/06/2020,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,Data Smasher,95.97,4,0.2,28.79,2020-06,30,23.99,Low Discount (0.1-0.2)
3000,EMEA-2020-138317,21/06/2020,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,Big Ol Database,206.99,3,0.7,-172.49,2020-06,-83.33,69,Very High Discount (0.6-0.7)
3001,EMEA-2020-138317,21/06/2020,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,OneView,44.42,2,0.2,3.89,2020-06,8.75,22.21,Low Discount (0.1-0.2)
3002,EMEA-2020-138317,21/06/2020,France,Paris,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,ContactMatcher,9.01,2,0.7,-7.2,2020-06,-80,4.5,Very High Discount (0.6-0.7)
3003,AMER-2021-130610,05/07/2021,Brazil,São Paulo,AMER,LATAM,Exxon Mobil,1034,Energy,Enterprise,ContactMatcher,19,5,0,8.93,2021-07,47,3.8,No Discount (0-0)
3004,EMEA-2023-104381,17/12/2023,United Kingdom,Liverpool,EMEA,UKIR,Kroger,1057,Retail,Enterprise,ContactMatcher,33.38,4,0.2,10.43,2023-12,31.25,8.34,Low Discount (0.1-0.2)
3005,EMEA-2022-131499,09/09/2022,United Kingdom,London,EMEA,UKIR,AmerisourceBergen,1007,Healthcare,Enterprise,OneView,207.48,1,0,62.24,2022-09,30,207.48,No Discount (0-0)
3006,EMEA-2020-148761,17/05/2020,Italy,Florence,EMEA,EU,Nissan Motor,1098,Transportation,Enterprise,ContactMatcher,91.68,3,0,45.84,2020-05,50,30.56,No Discount (0-0)
3007,EMEA-2023-116519,14/10/2023,United Kingdom,London,EMEA,UKIR,PepsiCo,1073,Consumer Products,SMB,OneView,904.9,5,0,253.37,2023-10,28,180.98,No Discount (0-0)
3008,AMER-2020-130729,24/10/2020,United States,Austin,AMER,NAMER,Comcast,1022,Communications,SMB,ContactMatcher,34.27,3,0.2,11.14,2020-10,32.5,11.42,Low Discount (0.1-0.2)
3009,EMEA-2022-124772,06/12/2022,United Kingdom,Belfast,EMEA,UKIR,Kroger,1057,Retail,SMB,SaaS Connector Pack,191.82,3,0,74.81,2022-12,39,63.94,No Discount (0-0)
3010,AMER-2022-115525,26/07/2022,Mexico,Cancun,AMER,LATAM,McKesson,1063,Consumer Products,Strategic,OneView,243.88,5,0.2,27.44,2022-07,11.25,48.78,Low Discount (0.1-0.2)
3011,EMEA-2023-134845,18/04/2023,Russia,Moscow,EMEA,EU-EAST,FedEx,1036,Transportation,Enterprise,ContactMatcher,12.03,5,0.7,-9.22,2023-04,-76.67,2.41,Very High Discount (0.6-0.7)
3012,EMEA-2023-134845,18/04/2023,Russia,Moscow,EMEA,EU-EAST,FedEx,1036,Transportation,Enterprise,Big Ol Database,2549.99,5,0.7,-3399.98,2023-04,-133.33,510,Very High Discount (0.6-0.7)
3013,EMEA-2023-134845,18/04/2023,Russia,Moscow,EMEA,EU-EAST,FedEx,1036,Transportation,Enterprise,ContactMatcher,21.59,2,0.7,-15.84,2023-04,-73.33,10.8,Very High Discount (0.6-0.7)
3014,EMEA-2023-134845,18/04/2023,Russia,Moscow,EMEA,EU-EAST,FedEx,1036,Transportation,Enterprise,ContactMatcher,8.96,6,0.7,-6.57,2023-04,-73.33,1.49,Very High Discount (0.6-0.7)
3015,EMEA-2023-134845,18/04/2023,Russia,Moscow,EMEA,EU-EAST,FedEx,1036,Transportation,Enterprise,Support,20.74,4,0.2,7.26,2023-04,35,5.18,Low Discount (0.1-0.2)
3016,EMEA-2021-138919,17/09/2021,United Kingdom,London,EMEA,UKIR,Prudential Financial,1078,Finance,Enterprise,ContactMatcher,344.22,2,0.4,-103.27,2021-09,-30,172.11,Moderate Discount (0.3-0.4)
3017,APJ-2022-160528,24/08/2022,Japan,Tokyo,APJ,JAPN,Sprint Nextel,1081,Communications,Enterprise,Marketing Suite - Gold,727.3,8,0.2,-172.73,2022-08,-23.75,90.91,Low Discount (0.1-0.2)
3018,APJ-2022-160528,24/08/2022,Japan,Tokyo,APJ,JAPN,Sprint Nextel,1081,Communications,Enterprise,SaaS Connector Pack,22.61,3,0.6,-10.17,2022-08,-45,7.54,High Discount (0.5-0.6)
3019,APJ-2022-160528,24/08/2022,Japan,Tokyo,APJ,JAPN,Sprint Nextel,1081,Communications,Enterprise,Data Smasher,666.4,7,0.2,-33.32,2022-08,-5,95.2,Low Discount (0.1-0.2)
3020,EMEA-2021-123568,08/11/2021,Turkey,Ankara,EMEA,MEA,Anthem,1029,Healthcare,SMB,Storage,5.04,3,0,0.2,2021-11,4,1.68,No Discount (0-0)
3021,EMEA-2021-123568,08/11/2021,Turkey,Ankara,EMEA,MEA,Anthem,1029,Healthcare,SMB,Support,92.94,3,0,41.82,2021-11,45,30.98,No Discount (0-0)
3022,EMEA-2021-123568,08/11/2021,Turkey,Ankara,EMEA,MEA,Anthem,1029,Healthcare,SMB,SaaS Connector Pack,66.69,3,0,22.01,2021-11,33,22.23,No Discount (0-0)
3023,EMEA-2021-123568,08/11/2021,Turkey,Ankara,EMEA,MEA,Anthem,1029,Healthcare,SMB,ContactMatcher,91.68,5,0.2,28.65,2021-11,31.25,18.34,Low Discount (0.1-0.2)
3024,APJ-2023-124674,18/11/2023,Japan,Osaka,APJ,JAPN,Tyson Foods,1088,Consumer Products,SMB,Marketing Suite,327.73,2,0.32,-14.46,2023-11,-4.41,163.87,Moderate Discount (0.3-0.4)
3025,EMEA-2021-164441,08/11/2021,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,SMB,ContactMatcher,52.27,11,0.2,17.64,2021-11,33.75,4.75,Low Discount (0.1-0.2)
3026,EMEA-2021-164441,08/11/2021,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,SMB,Support,17.94,3,0,8.07,2021-11,45,5.98,No Discount (0-0)
3027,EMEA-2023-169054,23/04/2023,France,Paris,EMEA,EU-WEST,Fannie Mae,1035,Finance,Enterprise,SaaS Connector Pack,254.35,3,0.2,0,2023-04,0,84.78,Low Discount (0.1-0.2)
3028,EMEA-2020-106719,24/08/2020,Netherlands,The Hague,EMEA,EU-WEST,BNP Paribas,1065,Finance,Strategic,ContactMatcher,8.29,2,0.2,2.69,2020-08,32.5,4.14,Low Discount (0.1-0.2)
3029,EMEA-2023-116855,18/12/2023,Spain,Valencia,EMEA,EU-WEST,FedEx,1036,Transportation,SMB,FinanceHub,504.9,5,0,80.78,2023-12,16,100.98,No Discount (0-0)
3030,EMEA-2022-164189,25/03/2022,Belgium,Ghent,EMEA,EU-WEST,AmerisourceBergen,1007,Healthcare,Strategic,Site Analytics,403.17,4,0.2,25.2,2022-03,6.25,100.79,Low Discount (0.1-0.2)
3031,AMER-2021-168480,21/09/2021,Brazil,Brasília,AMER,LATAM,Aetna,1002,Healthcare,Strategic,Marketing Suite,194.32,4,0,31.09,2021-09,16,48.58,No Discount (0-0)
3032,AMER-2021-168480,21/09/2021,Brazil,Brasília,AMER,LATAM,Aetna,1002,Healthcare,Strategic,ChatBot Plugin,25.99,1,0,7.54,2021-09,29,25.99,No Discount (0-0)
3033,EMEA-2022-114293,22/11/2022,Belgium,Ghent,EMEA,EU-WEST,Itochu,1032,Finance,SMB,FinanceHub,195.14,4,0.2,-12.2,2022-11,-6.25,48.78,Low Discount (0.1-0.2)
3034,EMEA-2023-134173,17/09/2023,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Support,20.74,4,0.2,7.26,2023-09,35,5.18,Low Discount (0.1-0.2)
3035,EMEA-2021-123960,11/06/2021,Czech Republic,Prague,EMEA,EU-EAST,Amazon,1004,Tech,SMB,Data Smasher,53.7,6,0,10.2,2021-06,19,8.95,No Discount (0-0)
3036,EMEA-2021-123960,11/06/2021,Czech Republic,Prague,EMEA,EU-EAST,Amazon,1004,Tech,SMB,ContactMatcher,36.26,7,0,16.68,2021-06,46,5.18,No Discount (0-0)
3037,EMEA-2021-123960,11/06/2021,Czech Republic,Prague,EMEA,EU-EAST,Amazon,1004,Tech,SMB,ChatBot Plugin,56.3,2,0,15.76,2021-06,28,28.15,No Discount (0-0)
3038,EMEA-2021-123960,11/06/2021,Czech Republic,Prague,EMEA,EU-EAST,Amazon,1004,Tech,SMB,Support,32.4,5,0,15.55,2021-06,48,6.48,No Discount (0-0)
3039,EMEA-2021-123960,11/06/2021,Czech Republic,Prague,EMEA,EU-EAST,Amazon,1004,Tech,SMB,SaaS Connector Pack,29.16,2,0,10.79,2021-06,37,14.58,No Discount (0-0)
3040,AMER-2023-101749,04/10/2023,United States,Newark,AMER,NAMER,Caterpillar,1016,Manufacturing,Strategic,ContactMatcher,171.29,3,0.2,-6.42,2023-10,-3.75,57.1,Low Discount (0.1-0.2)
3041,EMEA-2022-147991,06/05/2022,South Africa,Johannesburg,EMEA,MEA,Wells Fargo,1099,Finance,SMB,SaaS Connector Pack,16.72,5,0.2,3.34,2022-05,20,3.34,Low Discount (0.1-0.2)
3042,AMER-2023-149559,12/09/2023,United States,Jacksonville,AMER,NAMER,Allstate,1003,Finance,Enterprise,Support,12.96,2,0,6.22,2023-09,48,6.48,No Discount (0-0)
3043,AMER-2023-149559,12/09/2023,United States,Jacksonville,AMER,NAMER,Allstate,1003,Finance,Enterprise,SaaS Connector Pack - Gold,22.18,2,0,10.87,2023-09,49,11.09,No Discount (0-0)
3044,AMER-2023-149559,12/09/2023,United States,Jacksonville,AMER,NAMER,Allstate,1003,Finance,Enterprise,FinanceHub,2054.27,8,0.2,256.78,2023-09,12.5,256.78,Low Discount (0.1-0.2)
3045,AMER-2021-135174,30/04/2021,Mexico,Tijuana,AMER,LATAM,Walt Disney,1097,Communications,SMB,Site Analytics,1022.97,5,0.4,-255.74,2021-04,-25,204.59,Moderate Discount (0.3-0.4)
3046,EMEA-2023-125290,07/11/2023,Luxembourg,Luxembourg,EMEA,EU-WEST,Merck,1064,Healthcare,Enterprise,ChatBot Plugin,13.9,5,0,3.61,2023-11,26,2.78,No Discount (0-0)
3047,EMEA-2023-125290,07/11/2023,Luxembourg,Luxembourg,EMEA,EU-WEST,Merck,1064,Healthcare,Enterprise,Support,26.38,1,0,12.13,2023-11,46,26.38,No Discount (0-0)
3048,AMER-2020-137351,30/09/2020,Canada,Toronto,AMER,NAMER,BNP Paribas,1065,Finance,SMB,ContactMatcher,43.18,7,0.2,13.49,2020-09,31.25,6.17,Low Discount (0.1-0.2)
3049,EMEA-2023-121419,03/04/2023,Finland,Helsinki,EMEA,NOR,Samsung Electronics,1015,Tech,Enterprise,ContactMatcher,411.8,2,0,70.01,2023-04,17,205.9,No Discount (0-0)
3050,EMEA-2023-121419,03/04/2023,Finland,Helsinki,EMEA,NOR,Samsung Electronics,1015,Tech,Enterprise,Data Smasher,360,4,0,129.6,2023-04,36,90,No Discount (0-0)
3051,APJ-2023-148054,07/10/2023,Taiwan,Taipei,APJ,APAC,Siemens,1043,Manufacturing,Enterprise,SaaS Connector Pack,41.96,2,0,2.94,2023-10,7,20.98,No Discount (0-0)
3052,APJ-2023-148054,07/10/2023,Taiwan,Taipei,APJ,APAC,Siemens,1043,Manufacturing,Enterprise,OneView,227.84,4,0,66.07,2023-10,29,56.96,No Discount (0-0)
3053,APJ-2023-148054,07/10/2023,Taiwan,Taipei,APJ,APAC,Siemens,1043,Manufacturing,Enterprise,Support,37.94,2,0,18.21,2023-10,48,18.97,No Discount (0-0)
3054,AMER-2022-128517,10/04/2022,Brazil,São Paulo,AMER,LATAM,Toyota Motor,1087,Manufacturing,Enterprise,Site Analytics,517.9,2,0,134.65,2022-04,26,258.95,No Discount (0-0)
3055,AMER-2022-128517,10/04/2022,Brazil,São Paulo,AMER,LATAM,Toyota Motor,1087,Manufacturing,Enterprise,ContactMatcher,5.28,2,0,2.43,2022-04,46,2.64,No Discount (0-0)
3056,APJ-2021-100377,28/08/2021,Australia,Sydney,APJ,ANZ,Phillips 66,1056,Energy,Strategic,Alchemy,2799.96,5,0.2,874.99,2021-08,31.25,559.99,Low Discount (0.1-0.2)
3057,AMER-2023-131492,20/10/2023,United States,Los Angeles,AMER,NAMER,Aviva,1006,Finance,Strategic,SaaS Connector Pack - Gold,8.96,2,0,4.3,2023-10,48,4.48,No Discount (0-0)
3058,AMER-2023-131492,20/10/2023,United States,Los Angeles,AMER,NAMER,Aviva,1006,Finance,Strategic,FinanceHub,31.5,10,0,15.12,2023-10,48,3.15,No Discount (0-0)
3059,AMER-2023-131492,20/10/2023,United States,Los Angeles,AMER,NAMER,Aviva,1006,Finance,Strategic,SaaS Connector Pack,30.56,2,0,10.39,2023-10,34,15.28,No Discount (0-0)
3060,AMER-2023-131492,20/10/2023,United States,Los Angeles,AMER,NAMER,Aviva,1006,Finance,Strategic,ContactMatcher,24.37,2,0.2,-3.35,2023-10,-13.75,12.18,Low Discount (0.1-0.2)
3061,AMER-2022-144554,08/11/2022,Mexico,Monterrey,AMER,LATAM,Walt Disney,1097,Communications,Strategic,Data Smasher,119.98,3,0.2,22.5,2022-11,18.75,39.99,Low Discount (0.1-0.2)
3062,APJ-2023-127621,04/03/2023,Japan,Aichi,APJ,JAPN,Coca-Cola,1021,Consumer Products,SMB,Support,26.88,8,0.2,9.74,2023-03,36.25,3.36,Low Discount (0.1-0.2)
3063,APJ-2021-145184,27/11/2021,Philippines,Manila,APJ,APAC,Bank of America Corp.,1011,Finance,Strategic,Site Analytics,83.97,3,0,23.51,2021-11,28,27.99,No Discount (0-0)
3064,APJ-2021-145184,27/11/2021,Philippines,Manila,APJ,APAC,Bank of America Corp.,1011,Finance,Strategic,Data Smasher,104.97,3,0,7.35,2021-11,7,34.99,No Discount (0-0)
3065,APJ-2023-106859,14/03/2023,New Zealand,Auckland,APJ,ANZ,HonHai Precision Industry,1033,Tech,Enterprise,Marketing Suite - Gold,90.8,8,0,25.42,2023-03,28,11.35,No Discount (0-0)
3066,APJ-2023-106859,14/03/2023,New Zealand,Auckland,APJ,ANZ,HonHai Precision Industry,1033,Tech,Enterprise,Site Analytics,140.74,8,0.2,49.26,2023-03,35,17.59,Low Discount (0.1-0.2)
3067,APJ-2023-106859,14/03/2023,New Zealand,Auckland,APJ,ANZ,HonHai Precision Industry,1033,Tech,Enterprise,Data Smasher,214.95,5,0,88.13,2023-03,41,42.99,No Discount (0-0)
3068,APJ-2023-106859,14/03/2023,New Zealand,Auckland,APJ,ANZ,HonHai Precision Industry,1033,Tech,Enterprise,Support,45.36,7,0,21.77,2023-03,48,6.48,No Discount (0-0)
3069,APJ-2023-106859,14/03/2023,New Zealand,Auckland,APJ,ANZ,HonHai Precision Industry,1033,Tech,Enterprise,Support,288.24,6,0,138.36,2023-03,48,48.04,No Discount (0-0)
3070,AMER-2023-120089,01/12/2023,Mexico,Cancun,AMER,LATAM,Enel,1013,Energy,Enterprise,OneView,663.94,4,0.2,82.99,2023-12,12.5,165.98,Low Discount (0.1-0.2)
3071,APJ-2020-119375,17/11/2020,Philippines,Manila,APJ,APAC,Chevron,1017,Energy,Strategic,Marketing Suite - Gold,2934.33,7,0,792.27,2020-11,27,419.19,No Discount (0-0)
3072,APJ-2020-119375,17/11/2020,Philippines,Manila,APJ,APAC,Chevron,1017,Energy,Strategic,SaaS Connector Pack,124.41,3,0,14.93,2020-11,12,41.47,No Discount (0-0)
3073,APJ-2020-119375,17/11/2020,Philippines,Manila,APJ,APAC,Chevron,1017,Energy,Strategic,ChatBot Plugin,57.75,5,0,26.57,2020-11,46,11.55,No Discount (0-0)
3074,AMER-2022-125206,03/01/2022,United States,New York City,AMER,NAMER,Alphabet,1053,Tech,SMB,Marketing Suite - Gold,114.46,2,0,28.61,2022-01,25,57.23,No Discount (0-0)
3075,AMER-2021-126137,03/10/2021,United States,New York City,AMER,NAMER,Johnson & Johnson,1055,Healthcare,SMB,Marketing Suite,120.67,2,0.15,18.45,2021-10,15.29,60.33,Low Discount (0.1-0.2)
3076,APJ-2020-143903,20/07/2020,Japan,Aichi,APJ,JAPN,Walt Disney,1097,Communications,Enterprise,Marketing Suite - Gold,342.86,3,0.2,38.57,2020-07,11.25,114.29,Low Discount (0.1-0.2)
3077,APJ-2020-143903,20/07/2020,Japan,Aichi,APJ,JAPN,Walt Disney,1097,Communications,Enterprise,SaaS Connector Pack,16.74,5,0.6,-14.23,2020-07,-85,3.35,High Discount (0.5-0.6)
3078,APJ-2020-143903,20/07/2020,Japan,Aichi,APJ,JAPN,Walt Disney,1097,Communications,Enterprise,FinanceHub,981.37,2,0.3,-140.2,2020-07,-14.29,490.69,Moderately Low Discount (0.2-0.3)
3079,AMER-2020-104780,21/05/2020,United States,Seattle,AMER,NAMER,Prudential Financial,1078,Finance,Enterprise,ChatBot Plugin,31.84,8,0,10.51,2020-05,33,3.98,No Discount (0-0)
3080,AMER-2023-101182,05/09/2023,United States,Arlington,AMER,NAMER,Microsoft,1066,Tech,Enterprise,Support,12.96,2,0,6.22,2023-09,48,6.48,No Discount (0-0)
3081,AMER-2023-101182,05/09/2023,United States,Arlington,AMER,NAMER,Microsoft,1066,Tech,Enterprise,Site Analytics,43.18,3,0.2,15.11,2023-09,35,14.39,Low Discount (0.1-0.2)
3082,EMEA-2023-132297,28/05/2023,Ireland,Dublin,EMEA,UKIR,Airbus,1030,Manufacturing,Enterprise,ContactMatcher,58.34,2,0,28,2023-05,48,29.17,No Discount (0-0)
